id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Tex-N|CD4+ Tex-N	CD4+ Tex-N|CD4+ Tex-Y	CD4+ Tex-N|GZMK+ CD8+ Tem1-N	CD4+ Tex-N|GZMK+ CD8+ Tem1-Y	CD4+ Tex-N|S100A12+ Mac-N	CD4+ Tex-N|S100A12+ Mac-Y	CD4+ Tex-N|Treg-N	CD4+ Tex-N|Treg-Y	CD4+ Tex-Y|CD4+ Tex-N	CD4+ Tex-Y|CD4+ Tex-Y	CD4+ Tex-Y|GZMK+ CD8+ Tem1-N	CD4+ Tex-Y|GZMK+ CD8+ Tem1-Y	CD4+ Tex-Y|S100A12+ Mac-N	CD4+ Tex-Y|S100A12+ Mac-Y	CD4+ Tex-Y|Treg-N	CD4+ Tex-Y|Treg-Y	GZMK+ CD8+ Tem1-N|CD4+ Tex-N	GZMK+ CD8+ Tem1-N|CD4+ Tex-Y	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-N|S100A12+ Mac-N	GZMK+ CD8+ Tem1-N|S100A12+ Mac-Y	GZMK+ CD8+ Tem1-N|Treg-N	GZMK+ CD8+ Tem1-N|Treg-Y	GZMK+ CD8+ Tem1-Y|CD4+ Tex-N	GZMK+ CD8+ Tem1-Y|CD4+ Tex-Y	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-Y|S100A12+ Mac-N	GZMK+ CD8+ Tem1-Y|S100A12+ Mac-Y	GZMK+ CD8+ Tem1-Y|Treg-N	GZMK+ CD8+ Tem1-Y|Treg-Y	S100A12+ Mac-N|CD4+ Tex-N	S100A12+ Mac-N|CD4+ Tex-Y	S100A12+ Mac-N|GZMK+ CD8+ Tem1-N	S100A12+ Mac-N|GZMK+ CD8+ Tem1-Y	S100A12+ Mac-N|S100A12+ Mac-N	S100A12+ Mac-N|S100A12+ Mac-Y	S100A12+ Mac-N|Treg-N	S100A12+ Mac-N|Treg-Y	S100A12+ Mac-Y|CD4+ Tex-N	S100A12+ Mac-Y|CD4+ Tex-Y	S100A12+ Mac-Y|GZMK+ CD8+ Tem1-N	S100A12+ Mac-Y|GZMK+ CD8+ Tem1-Y	S100A12+ Mac-Y|S100A12+ Mac-N	S100A12+ Mac-Y|S100A12+ Mac-Y	S100A12+ Mac-Y|Treg-N	S100A12+ Mac-Y|Treg-Y	Treg-N|CD4+ Tex-N	Treg-N|CD4+ Tex-Y	Treg-N|GZMK+ CD8+ Tem1-N	Treg-N|GZMK+ CD8+ Tem1-Y	Treg-N|S100A12+ Mac-N	Treg-N|S100A12+ Mac-Y	Treg-N|Treg-N	Treg-N|Treg-Y	Treg-Y|CD4+ Tex-N	Treg-Y|CD4+ Tex-Y	Treg-Y|GZMK+ CD8+ Tem1-N	Treg-Y|GZMK+ CD8+ Tem1-Y	Treg-Y|S100A12+ Mac-N	Treg-Y|S100A12+ Mac-Y	Treg-Y|Treg-N	Treg-Y|Treg-Y
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.005	0.0	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.005	0.0	0.001	0.007	0.0	0.0	0.002	0.003	0.005	0.0	0.001	0.006	0.0	0.0	0.003	0.004	0.005	0.0	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0E5218AA4	NRG1_a6b4 complex	simple:Q02297	complex:a6b4 complex	NRG1		True	True	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.002	0.0	0.007	0.0	0.187	0.0	0.187	0.0	0.186	0.0	0.192	0.0	0.183	0.0	0.183	0.0	0.182	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.004	0.0	0.003	0.0	0.008
CPI-SC0A68C5F13	IGF1_a6b4 complex	simple:P05019	complex:a6b4 complex	IGF1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	NRG1	LSR	True	True	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.038	0.037	0.019	0.003	0.006	0.053	0.064	0.203	0.223	0.222	0.204	0.188	0.191	0.237	0.249	0.198	0.218	0.218	0.199	0.183	0.187	0.233	0.245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.039	0.039	0.02	0.004	0.007	0.054	0.065
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	NRG1	NETO2	True	True	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.079	0.037	0.012	0.082	0.075	0.257	0.208	0.222	0.264	0.222	0.197	0.266	0.26	0.442	0.393	0.218	0.259	0.218	0.193	0.262	0.256	0.438	0.389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.08	0.039	0.014	0.083	0.076	0.258	0.209
CPI-SS0978D28AB	NRG1_MS4A4A	simple:Q02297	simple:Q96JQ5	NRG1	MS4A4A	True	True	True	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.007	0.02	0.112	0.197	0.007	0.018	0.0	0.2	0.192	0.205	0.297	0.382	0.192	0.203	0.0	0.195	0.188	0.2	0.292	0.378	0.188	0.198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.008	0.021	0.113	0.198	0.008	0.019
CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	NRG1	LGR4	True	True	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.0	0.004	0.0	0.0	0.0	0.186	0.187	0.187	0.0	0.189	0.0	0.0	0.0	0.182	0.183	0.183	0.0	0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.003	0.0	0.005
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	TNFSF11	TNFRSF11A	True	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.024	0.032	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS027AFFC0E	NCR3_BAG6	simple:O14931	simple:P46379	NCR3	BAG6	False	True	False	curated	False	0.148	0.155	0.11	0.121	0.237	0.255	0.118	0.144	0.174	0.181	0.137	0.148	0.264	0.282	0.145	0.171	0.148	0.155	0.11	0.121	0.238	0.256	0.118	0.145	0.133	0.14	0.096	0.107	0.223	0.241	0.104	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.117	0.073	0.083	0.2	0.218	0.08	0.107	0.223	0.23	0.185	0.196	0.313	0.331	0.193	0.22	0.237	0.244	0.2	0.21	0.327	0.345	0.207	0.234
CPI-SS0F94547B2	NCR3_NCR3LG1	simple:O14931	simple:Q68D85	NCR3	NCR3LG1	False	True	False	curated	False	0.041	0.044	0.041	0.041	0.057	0.047	0.0	0.041	0.068	0.07	0.068	0.067	0.084	0.074	0.0	0.068	0.041	0.044	0.041	0.041	0.057	0.047	0.0	0.041	0.027	0.029	0.027	0.027	0.043	0.033	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.003	0.003	0.019	0.009	0.0	0.003	0.116	0.119	0.116	0.116	0.132	0.122	0.0	0.116	0.13	0.133	0.13	0.13	0.146	0.136	0.0	0.13
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	0.549	0.764	0.447	0.582	0.919	1.048	0.641	0.557	0.534	0.749	0.432	0.567	0.904	1.033	0.626	0.542	0.53	0.745	0.428	0.563	0.9	1.029	0.622	0.538	0.531	0.746	0.429	0.565	0.901	1.03	0.623	0.54	0.557	0.771	0.454	0.59	0.926	1.055	0.648	0.565	0.565	0.779	0.463	0.598	0.934	1.063	0.656	0.573	0.522	0.737	0.42	0.555	0.892	1.021	0.614	0.53	0.544	0.758	0.442	0.577	0.913	1.042	0.635	0.552
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	0.085	0.093	0.061	0.036	0.108	0.213	0.017	0.027	0.082	0.09	0.058	0.033	0.105	0.211	0.014	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.088	0.056	0.031	0.103	0.208	0.012	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.089	0.056	0.031	0.104	0.209	0.013	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.099	0.066	0.041	0.114	0.219	0.023	0.033	0.115	0.123	0.091	0.066	0.138	0.244	0.047	0.058	0.125	0.133	0.101	0.076	0.148	0.254	0.057	0.068	0.187	0.195	0.163	0.138	0.21	0.315	0.119	0.129	0.228	0.236	0.204	0.179	0.251	0.356	0.16	0.17	0.085	0.093	0.061	0.036	0.108	0.214	0.017	0.027	0.109	0.117	0.085	0.06	0.132	0.238	0.041	0.052
CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	EPHB6	EFNB2	True	True	True	curated	False	0.044	0.048	0.0	0.041	0.044	0.041	0.0	0.046	0.032	0.036	0.0	0.029	0.032	0.029	0.0	0.034	0.025	0.029	0.0	0.023	0.025	0.023	0.0	0.028	0.029	0.033	0.0	0.027	0.029	0.027	0.0	0.032	0.018	0.022	0.0	0.016	0.018	0.016	0.0	0.02	0.018	0.022	0.0	0.016	0.018	0.016	0.0	0.021	0.054	0.058	0.0	0.052	0.054	0.052	0.0	0.057	0.046	0.05	0.0	0.044	0.046	0.044	0.0	0.049
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.001	0.003	0.001	0.0	0.006	0.016	0.02	0.0	0.013	0.016	0.013	0.0	0.018	0.03	0.034	0.0	0.028	0.03	0.028	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	EPHB6	EFNB1	True	True	False	curated	False	0.044	0.048	0.0	0.047	0.045	0.055	0.047	0.052	0.032	0.036	0.0	0.035	0.032	0.043	0.034	0.04	0.025	0.029	0.0	0.028	0.026	0.036	0.028	0.033	0.029	0.033	0.0	0.032	0.03	0.04	0.032	0.037	0.018	0.022	0.0	0.021	0.019	0.029	0.021	0.026	0.018	0.022	0.0	0.021	0.019	0.029	0.021	0.026	0.054	0.058	0.0	0.057	0.055	0.065	0.057	0.062	0.046	0.05	0.0	0.049	0.047	0.057	0.049	0.054
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.006	0.004	0.014	0.006	0.011	0.016	0.02	0.0	0.019	0.016	0.027	0.019	0.024	0.03	0.034	0.0	0.033	0.031	0.041	0.033	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	0.005	0.01	0.0	0.008	0.006	0.016	0.008	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.008	0.0	0.007	0.005	0.015	0.007	0.012	0.016	0.021	0.0	0.019	0.017	0.027	0.019	0.024	0.017	0.021	0.0	0.02	0.018	0.028	0.02	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.006	0.004	0.014	0.006	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	EPHB1	EFNB1	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.008	0.0	0.006	0.004	0.014	0.006	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.015	0.0	0.014	0.012	0.022	0.014	0.019
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	curated	False	0.036	0.04	0.0	0.039	0.036	0.047	0.038	0.044	0.018	0.022	0.0	0.021	0.019	0.029	0.021	0.026	0.083	0.087	0.0	0.086	0.084	0.094	0.086	0.091	0.065	0.069	0.0	0.068	0.066	0.076	0.068	0.073	0.003	0.008	0.0	0.006	0.004	0.014	0.006	0.012	0.003	0.008	0.0	0.006	0.004	0.014	0.006	0.012	0.02	0.024	0.0	0.023	0.021	0.031	0.023	0.028	0.011	0.015	0.0	0.014	0.012	0.022	0.014	0.019
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	EFNB2	EPHB4	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.01	0.036	0.023	0.0	0.002	0.0	0.006	0.016	0.022	0.049	0.036	0.0	0.015	0.0	0.018	0.03	0.037	0.063	0.05	0.0	0.029	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.012	0.039	0.026	0.0	0.004	0.0	0.008	0.036	0.043	0.069	0.056	0.0	0.035	0.0	0.039	0.058	0.065	0.091	0.078	0.0	0.057	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.011	0.038	0.025	0.0	0.003	0.0	0.007	0.014	0.021	0.047	0.034	0.0	0.013	0.0	0.017	0.008	0.015	0.041	0.028	0.0	0.007	0.0	0.011
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	EPHA2	EFNA5	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.016	0.042	0.029	0.0	0.008	0.0	0.012	0.006	0.013	0.039	0.026	0.0	0.005	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	0.005	0.0	0.0	0.004	0.016	0.017	0.0	0.0	0.01	0.0	0.0	0.008	0.021	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.014	0.014	0.0	0.0	0.006	0.0	0.0	0.004	0.016	0.017	0.0	0.0	0.003	0.0	0.0	0.002	0.014	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.007	0.019	0.019	0.0	0.0
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	EFNB2	EPHB1	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.014
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	EPHA1	EFNA3	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.009	0.008	0.005	0.004	0.006	0.0	0.005	0.039	0.04	0.039	0.036	0.035	0.036	0.0	0.036	0.061	0.062	0.061	0.058	0.057	0.059	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.008	0.007	0.004	0.003	0.005	0.0	0.004	0.017	0.018	0.017	0.014	0.013	0.015	0.0	0.014	0.011	0.012	0.011	0.008	0.007	0.009	0.0	0.008
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	EPHA2	EFNA3	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.013	0.012	0.009	0.008	0.01	0.0	0.009	0.009	0.009	0.009	0.006	0.005	0.006	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.018	0.022	0.015	0.013	0.018	0.008	0.016	0.047	0.048	0.052	0.045	0.043	0.048	0.039	0.047	0.069	0.07	0.075	0.067	0.065	0.07	0.061	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.017	0.021	0.014	0.012	0.017	0.007	0.015	0.025	0.026	0.031	0.023	0.021	0.027	0.017	0.025	0.019	0.02	0.025	0.017	0.015	0.021	0.011	0.019
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	EPHA2	EFNA4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.021	0.026	0.018	0.016	0.022	0.012	0.02	0.017	0.018	0.022	0.015	0.013	0.018	0.009	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04C396C5D	VGF_NTRK1	simple:O15240	simple:P04629	VGF	NTRK1	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.018	0.0	0.002	0.0	0.0	0.019	0.01	0.011	0.018	0.0	0.003	0.0	0.0	0.02	0.011	0.012	0.019	0.0	0.004	0.0	0.0	0.021	0.012	0.01	0.018	0.0	0.002	0.0	0.0	0.019	0.01	0.012	0.02	0.0	0.004	0.0	0.0	0.021	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	GPR37L1	PSAP	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.326	0.538	0.141	0.28	5.027	6.803	0.279	0.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.326	0.538	0.141	0.28	5.027	6.803	0.279	0.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A915097A	GRIN2D_IL16	simple:O15399	simple:Q14005	GRIN2D	IL16	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.154	0.156	0.311	0.065	0.05	0.166	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS070B0E458	GRIN2A_IL16	simple:Q12879	simple:Q14005	GRIN2A	IL16	True	True	False	I2D	False	0.082	0.155	0.157	0.312	0.066	0.051	0.168	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.153	0.155	0.31	0.064	0.049	0.165	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	CSF1	SIRPA	True	False	True	I2D	False	0.09	0.094	0.087	0.094	0.464	0.716	0.0	0.096	0.144	0.147	0.141	0.147	0.517	0.769	0.0	0.149	0.03	0.034	0.028	0.034	0.404	0.656	0.0	0.036	0.069	0.072	0.066	0.072	0.442	0.694	0.0	0.074	0.094	0.098	0.091	0.098	0.468	0.72	0.0	0.1	0.139	0.142	0.136	0.142	0.512	0.764	0.0	0.144	0.076	0.08	0.074	0.08	0.45	0.702	0.0	0.082	0.169	0.172	0.166	0.172	0.542	0.794	0.0	0.174
CPI-SS086615F9B	CSF1_CELSR3	simple:P09603	simple:Q9NYQ7	CSF1	CELSR3	True	False	True	I2D	False	0.085	0.085	0.09	0.084	0.084	0.085	0.088	0.0	0.138	0.138	0.144	0.137	0.138	0.139	0.141	0.0	0.025	0.025	0.03	0.024	0.024	0.025	0.028	0.0	0.063	0.063	0.069	0.062	0.063	0.064	0.066	0.0	0.089	0.089	0.094	0.088	0.088	0.089	0.092	0.0	0.133	0.133	0.139	0.132	0.133	0.134	0.136	0.0	0.071	0.071	0.076	0.07	0.07	0.072	0.074	0.0	0.163	0.163	0.169	0.162	0.162	0.164	0.166	0.0
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.012	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.005	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.04	0.041	0.042	0.0	0.0	0.0	0.0	0.0	0.022	0.023	0.024	0.0	0.0
